record_number,name,birth_year,death_year,details,active_date,title,technique,medium
b13282414,"James, Alexander R. (Alexander Robertson)",1890,1946,None,,Siberian Cossack.,painting,None
b13282396,"James, Alexander R. (Alexander Robertson)",1890,1946,None,,Portrait of an Elder Brother.,painting,oil on panel.
b10784044,"James, Alexander R. (Alexander Robertson)",1890,1946,None,,John Phillips Marquand.,painting,None
b13282402,"James, Alexander R. (Alexander Robertson)",1890,1946,None,,MIdshipman Luce.,painting,None
b13282475,"James, William",1842,1910,None,,Self-Portrait.,drawing,None
b13282463,"James, William",1842,1910,None,,Miss Kitty Temple.,painting,None
b13282487,"James, William",1882,1961,None,,Frank William Taussig.,painting,oil on canvas.
b13282499,"James, William",1882,1961,None,,Charles Townsend Copeland.,painting,oil on canvas.
b10935204,"Jarvis, Charles Wesley",1812,1868,None,,Mrs. William Maffat Reilly (Mary Matilda Jarvis).,painting,oil on canvas.
b11992876,"Jarvis, John Wesley",1780,1840,attributed to,,Abraham du Bois.,miniature,watercolor on paper.
b11992906,"Jarvis, John Wesley",1780,1840,attributed to,,Garrett du Bois.,miniature,watercolor on paper.
b1327613x,"Jarvis, John Wesley",1780,1840,attributed to,,Samuel Noble Reid.,miniature,on ivory.
b12051901,"Jarvis, John Wesley",1780,1840,attributed to,,Joseph Carr.,miniature,ivory.
b10922453,"Jarvis, John Wesley",1780,1840,attributed to,,Portrait of a Man.,miniature,ivory.
b10930310,"Jarvis, John Wesley",1780,1840,attributed to,,Mrs. John Jacob Astor (Sarah Todd).,miniature,ivory.
b12046619,"Jarvis, John Wesley",1780,1840,attributed to,,Mrs. William James MacNeven (Jane Margaret Riker).,painting,oil on panel.
b11252480,"Jarvis, John Wesley",1780,1840,attributed to,,Mrs. Abraham Schermerhorn (Helen White).,painting,cradled panel.
b13275811,"Jarvis, John Wesley",1780,1840,attributed to,,Mrs. John Laurance.,painting,oil on canvas.
b11836350,"Jarvis, John Wesley",1780,1840,attributed to,,Mrs. Charles McKnight Smith (Gertrude Parker Kearny).,painting,oil on canvas.
b11969490,"Jarvis, John Wesley",1780,1840,attributed to,,Margaret Thornton Mackaness (Mrs. Charles Ludlow).,painting,oil on canvas.
b13275926,"Jarvis, John Wesley",1780,1840,attributed to,,Mrs. John Laurance.,painting,oil on canvas.
b12064130,"Jarvis, John Wesley",1780,1840,attributed to,,Phoebe Curtis (1786-1849).,painting,oil on canvas.
b10794918,"Jarvis, John Wesley",1780,1840,attributed to,,Mrs. Henry White (Eva Van Cortlandt).,painting,oil on canvas.
b13276025,"Jarvis, John Wesley",1780,1840,attributed to,,Mrs. John Crabb.,painting,None
b13276050,"Jarvis, John Wesley",1780,1840,None,,Albert Gallatin.,drawing,pencil on paper.
b13276062,"Jarvis, John Wesley",1780,1840,None,,Sketch of a Young Man.,drawing,None
b13276074,"Jarvis, John Wesley",1780,1840,None,,Sketch of an Elderly Man.,drawing,None
b10805564,"Jarvis, John Wesley",1780,1840,None,,The Toast.,painting,oil on canvas.
b1303330x,"Jarvis, John Wesley",1780,1840,None,,Pair of Portrait Miniatures.,miniature,watercolor on ivory.
b1102740x,"Jarvis, John Wesley",1780,1840,None,,Lafayette.,miniature,watercolor on paper.
b1158225x,"Jarvis, John Wesley",1780,1840,None,,Robert Morris Goodwin.,miniature,None
b11762950,"Jarvis, John Wesley",1780,1840,None,,John McCracken.,miniature,watercolor.
b13276086,"Jarvis, John Wesley",1780,1840,None,,Portrait of a Man.,miniature,watercolor on ivory.
b11879853,"Jarvis, John Wesley",1780,1840,None,,N. G. Miller.,miniature,on ivory.
b13276098,"Jarvis, John Wesley",1780,1840,None,,Rev. James Everett.,miniature,watercolor on ivory.
b10795133,"Jarvis, John Wesley",1780,1840,None,,Hon. Robert Selden Garnett.,miniature,ivory.
b12029518,"Jarvis, John Wesley",1780,1840,None,,Mr. Nichol.,miniature,watercolor on ivory.
b11029845,"Jarvis, John Wesley",1780,1840,None,,George Robert Dowdall.,miniature,watercolor on paper.
b1182220x,"Jarvis, John Wesley",1780,1840,None,,Henry Harramond Bacot.,miniature,on paper.
b11866330,"Jarvis, John Wesley",1780,1840,None,,John Hunt.,miniature,watercolor on paper.
b12030478,"Jarvis, John Wesley",1780,1840,None,,Washington Irving.,miniature,pen and wash on paper.
b13276104,"Jarvis, John Wesley",1780,1840,None,,A Member of the Cornell Family.,miniature,watercolor on ivory.
b13276116,"Jarvis, John Wesley",1780,1840,None,,Mr. Cook.,miniature,watercolor on ivory.
b12051925,"Jarvis, John Wesley",1780,1840,None,,Fenwick Lyell.,miniature,watercolor.
b12003244,"Jarvis, John Wesley",1780,1840,None,,General John Williams.,miniature,on ivory.
b13276128,"Jarvis, John Wesley",1780,1840,None,,Nathan Starr.,miniature,watercolor on paper.
b10779474,"Jarvis, John Wesley",1780,1840,None,,Thomas Kirk.,miniature,watercolor on paper.
b12029798,"Jarvis, John Wesley",1780,1840,None,,William Mason Smith.,miniature,None
b12727696,"Jarvis, John Wesley",1780,1840,None,,Possible Portrait of Col. John Cooper.,miniature,None
b1205138x,"Jarvis, John Wesley",1780,1840,None,,Peter Scoyen.,miniature,watercolor on ivory.
b10902077,"Jarvis, John Wesley",1780,1840,None,,Samuel Overing Auchmuty.,miniature,watercolor.
b13276141,"Jarvis, John Wesley",1780,1840,None,,Gulian Crommelin Verplanck.,miniature,None
b10902089,"Jarvis, John Wesley",1780,1840,None,,Samuel Overing Auchmuty.,miniature,on ivory.
b13276153,"Jarvis, John Wesley",1780,1840,None,,Lieutenant John Crabb.,miniature,watercolor on ivory.
b12112379,"Jarvis, John Wesley",1780,1840,None,,Albert Chrystie.,miniature,ivory.
b10795054,"Jarvis, John Wesley",1780,1840,None,,Thomas Chrystie.,miniature,miniature on ivory.
b10795066,"Jarvis, John Wesley",1780,1840,None,,Thomas Thornton Mackaness.,miniature,on ivory.
b1211201x,"Jarvis, John Wesley",1780,1840,None,,Thomas Chrystie.,miniature,ivory.
b12064798,"Jarvis, John Wesley",1780,1840,None,,Gulian Crommelin Verplanck (1786-1870).,miniature,watercolor and pencil on paper.
b13276165,"Jarvis, John Wesley",1780,1840,None,,William Gilmor.,miniature,None
b10811722,"Jarvis, John Wesley",1780,1840,None,,Harmon Hendricks.,miniature,None
b10906289,"Jarvis, John Wesley",1780,1840,None,,Portrait Said to Represent John Hooper Tennent.,miniature,watercolor on white paper pasted to a sheet of print.
b13276177,"Jarvis, John Wesley",1780,1840,None,,"Thomas Cock, M.D.",miniature,pen and wash.
b11030240,"Jarvis, John Wesley",1780,1840,None,,Mr. Wanser.,miniature,watercolor.
b10794979,"Jarvis, John Wesley",1780,1840,None,,Garret Wanser (?).,miniature,"watercolor, black ink, and graphite on paper."
b13033426,"Jarvis, John Wesley",1780,1840,None,,Portrait of a Woman.,miniature,water color on ivory.
b13276189,"Jarvis, John Wesley",1780,1840,None,,Mrs. Charles Ridgely (Maria Campbell).,miniature,on paper.
b13276190,"Jarvis, John Wesley",1780,1840,None,,Mrs. Lewis Child (Elizabeth Jarvis).,miniature,on ivory.
b11639404,"Jarvis, John Wesley",1780,1840,None,,Miss Anderson.,miniature,watercolor on ivory.
b13276207,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Everett (Hannah Vincent).,miniature,on ivory.
b11029833,"Jarvis, John Wesley",1780,1840,None,,Mrs. George Robert Dowdall.,miniature,watercolor on paper.
b11866184,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Hunt (Betsy Atwater).,miniature,watercolor on paper.
b11866159,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Reid Pringle (Elizabeth Mary McPherson).,miniature,watercolor on ivory.
b13276219,"Jarvis, John Wesley",1780,1840,None,,Mrs. John French Ellis (Maria Willcocks).,miniature,watercolor on paper.
b13276220,"Jarvis, John Wesley",1780,1840,None,,Mrs. Levi Shepard (Mary Pomeroy).,miniature,None
b1179818x,"Jarvis, John Wesley",1780,1840,None,,Mrs. Henry E. Ballard (Julianna Mackubin).,miniature,on ivory.
b10906277,"Jarvis, John Wesley",1780,1840,None,,Portrait Said to Represent Mrs. John H. Tennent.,miniature,watercolor on pink-yellow paper.
b13276232,"Jarvis, John Wesley",1780,1840,None,,Mrs. Daniel Hendrickson (Eleanor Van Mater).,miniature,watercolor on Bristol board.
b1272399x,"Jarvis, John Wesley",1780,1840,None,,A Baby of the Proudfit Family.,painting,oil on canvas.
b13275628,"Jarvis, John Wesley",1780,1840,None,,Robert Gilmor I.,painting,oil on panel.
b10795145,"Jarvis, John Wesley",1780,1840,None,,Mrs. Asa Clapp (Eliza Wendell Quincy).,painting,oil on panel.
b11024471,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Geib Jr. (Margaret Lawrence).,painting,oil on canvas.
b13275823,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Walsh (Elizabeth Robertson).,painting,oil on canvas.
b10973473,"Jarvis, John Wesley",1780,1840,None,,Miss Maria Tallman.,painting,oil on panel.
b13275835,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Williams (Ann Wray).,painting,oil on canvas.
b11902851,"Jarvis, John Wesley",1780,1840,None,,Mrs. Philip J. Hone (Anna Hazard).,painting,oil on canvas.
b13275847,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Colles (Harriet Augusta Wetmore).,painting,None
b12017188,"Jarvis, John Wesley",1780,1840,None,,Mrs. Thomas Ashe.,painting,oil on canvas.
b1086054x,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Leake Norton (Sally Franklin).,painting,oil on canvas.
b10854046,"Jarvis, John Wesley",1780,1840,None,,Mrs. William Neilson (Hannah Coles).,painting,oil on panel.
b11004484,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Wesley Jarvis (Lydia Sheldon Liscome).,painting,oil on canvas.
b12046474,"Jarvis, John Wesley",1780,1840,None,,Mrs. Alexander Moncrief Proudfit (Susan Williams).,painting,None
b12129756,"Jarvis, John Wesley",1780,1840,None,,Mrs. Robert Smith (Margaret Smith) (1765-1842).,painting,oil on canvas.
b11662645,"Jarvis, John Wesley",1780,1840,None,,Mrs. Samuel Miller (Sarah Sargeant).,painting,None
b13275859,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Wesley Jarvis (Betsy Burtis).,painting,oil on canvas.
b13275860,"Jarvis, John Wesley",1780,1840,None,,Mrs. William Tudor (Delia Jarvis).,painting,None
b13275872,"Jarvis, John Wesley",1780,1840,None,,Mrs. Alexander Macomb (Harriet Balch).,painting,oil on panel.
b10794943,"Jarvis, John Wesley",1780,1840,None,,Mrs. Nicholas Rogers (Eleanor Buchanan).,painting,oil on panel.
b11640704,"Jarvis, John Wesley",1780,1840,None,,Mrs. Solomon Etting (Rachel Gratz).,painting,oil on panel.
b11836301,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Robertson Smith (Hannah Rhea Caldwell).,painting,oil on panel.
b10778500,"Jarvis, John Wesley",1780,1840,None,,Mrs. Isaac Van Der Beek (Rachel Ryerson).,painting,oil on panel.
b10857734,"Jarvis, John Wesley",1780,1840,None,,Mrs. Lyde Goodwin (Abby Levy).,painting,oil on panel.
b12114029,"Jarvis, John Wesley",1780,1840,None,,Maria McKesson.,painting,oil on canvas.
b13275884,"Jarvis, John Wesley",1780,1840,None,,Mrs. Samuel Bardhurst (Mary Smith).,painting,oil on canvas.
b11902838,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Jones III (Eleanor Colford).,painting,oil on canvas.
b10795157,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Richardson Bayard Rodgers (Helen Robertson).,painting,oil on wood panel.
b11994538,"Jarvis, John Wesley",1780,1840,None,,Mrs. George Brown (Rose Davison).,painting,oil on canvas.
b11020714,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Rodgers (Minerva Denison).,painting,oil on canvas.
b10794955,"Jarvis, John Wesley",1780,1840,None,,Mrs. Abraham Brinckerhoff (Dorothea Remsen).,painting,oil on panel.
b12107268,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Graham (Isabella Marshall).,painting,oil on canvas.
b10935344,"Jarvis, John Wesley",1780,1840,None,,Mrs. William Renwick (Jane Jeffrey).,painting,oil on panel.
b10795121,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Chrystie (Mary Weygand).,painting,oil on panel.
b13275896,"Jarvis, John Wesley",1780,1840,None,,Mrs. Harry Dorsey Gough (Prudence Carnan).,painting,oil on canvas.
b12055931,"Jarvis, John Wesley",1780,1840,None,,Mrs. William Thomas.,painting,oil on canvas.
b13275902,"Jarvis, John Wesley",1780,1840,None,,Anna Graham Bethune.,painting,oil on panel.
b13275914,"Jarvis, John Wesley",1780,1840,None,,Mrs. Elijah Etting (Shinah Solomon).,painting,None
b12077343,"Jarvis, John Wesley",1780,1840,None,,Mrs. Thomas Rutherfoord (Sarah Winston).,painting,oil on canvas.
b12032682,"Jarvis, John Wesley",1780,1840,None,,Mrs. Abraham Ogden (Sarah Frances Ludlow).,painting,oil on panel.
b11851545,"Jarvis, John Wesley",1780,1840,None,,Mrs. Harry Dorsey Gough (Prudence Carnan).,painting,oil on canvas.
b10973370,"Jarvis, John Wesley",1780,1840,None,,Portrait of a Lady.,painting,oil on canvas on masonite.
b13275951,"Jarvis, John Wesley",1780,1840,None,,Mrs. George Croghan (Serena Eliza Livingston).,painting,None
b11902899,"Jarvis, John Wesley",1780,1840,None,,Mrs. Joseph Giraud (Sarah Maria Goodrich).,painting,oil on canvas.
b10973485,"Jarvis, John Wesley",1780,1840,None,,Portrait of a Woman.,painting,oil on canvas.
b10932331,"Jarvis, John Wesley",1780,1840,None,,Francena Jay (Mrs. Frederick Van Cortlandt).,painting,oil on panel.
b10784020,"Jarvis, John Wesley",1780,1840,None,,Mrs. William Minturn (Penelope Greene).,painting,None
b10905017,"Jarvis, John Wesley",1780,1840,None,,Mrs. Jesse Cole (Catherine Travis).,painting,oil on canvas.
b10906630,"Jarvis, John Wesley",1780,1840,None,,Mrs. Moffat (Hannah Curtis).,painting,oil on canvas.
b10973321,"Jarvis, John Wesley",1780,1840,None,,"Portrait of a Woman of the Travis Family, probably Susanna Hutchings Travis (Mrs. Edmund Ruffin) (1793-1846).",painting,oil on canvas.
b1327594x,"Jarvis, John Wesley",1780,1840,None,,Alethea Carmer Lenox.,painting,oil on panel.
b12072047,"Jarvis, John Wesley",1780,1840,None,,Mrs. Thomas Hollingsworth (Ann Adams).,painting,oil on panel.
b12731754,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Robertson Smith (Hannah Rhea Caldwell).,painting,oil on panel.
b11582248,"Jarvis, John Wesley",1780,1840,None,,Mrs. Theodorick Bland (Sarah Glen).,painting,None
b11029924,"Jarvis, John Wesley",1780,1840,None,,Mrs. William Croghan (Lucy Clark).,painting,oil on canvas.
b13275963,"Jarvis, John Wesley",1780,1840,None,,Mrs. Robert Gilmor I. (Louisa Airey).,painting,oil on panel.
b13275975,"Jarvis, John Wesley",1780,1840,None,,Mrs. William Henry Cabell (Agnes Sarah Bell Gamble).,painting,oil on canvas.
b11024495,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Geib (Rebecca Shrimpton).,painting,oil on canvas.
b13275987,"Jarvis, John Wesley",1780,1840,None,,Portrait of a Lady.,painting,None
b13275999,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Woodham (Rebecca Maverick).,painting,oil on panel.
b13276001,"Jarvis, John Wesley",1780,1840,None,,Mrs. William Leffingwell (Sally Beers).,painting,oil on panel.
b13276013,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Williams (Ann Wray).,painting,oil on canvas.
b11996031,"Jarvis, John Wesley",1780,1840,None,,Mrs. Lewis Child (Elizabeth Jarvis).,painting,on Bristol board.
b10964630,"Jarvis, John Wesley",1780,1840,None,,Portrait of Mrs. Robert Gilmor (Louisa Airey) of Baltimore.,painting,oil on canvas.
b12112835,"Jarvis, John Wesley",1780,1840,None,,Mrs. James Nicholson (Frances Witter).,painting,oil on panel.
b10906320,"Jarvis, John Wesley",1780,1840,None,,Mrs. Seth Hart (Ruth Hall).,painting,oil on canvas.
b10660793,"Jarvis, John Wesley",1780,1840,None,,Mrs. John Wesley Jarvis (Betsy Burtis).,painting,None
b1090203x,"Jarvis, John Wesley",1780,1840,None,,Mrs. Mangle Minthorne (Harriet).,painting,oil on canvas.
b11014611,"Jay, Peter A.",Unknown,Unknown,"attributed to, active",19th century,Peter Augustus Jay.,drawing,pastel.
b11014568,"Jay, Peter A.",Unknown,Unknown,"attributed to, active",19th century,Mrs. Peter Augustus Jay (Mary Rutherford Clarkson).,drawing,pastel.
b12032761,"Jay, Peter A.",Unknown,Unknown,active,19th century,General Matthew Clarkson.,painting,watercolor.
b12116270,"Jenkins, Charles W.",1821,Unknown,None,,Francis John Joseph de Raismes.,painting,oil on canvas.
b12121010,"Jenkins, Charles W.",1821,Unknown,None,,Marie Louise de Raismes (Mrs. Abbott Carson Combes).,painting,oil on canvas.
b12120947,"Jenkins, Charles W.",1821,Unknown,None,,Mrs. Jean François Joseph de Raismes (Martha Ella Holt).,painting,oil on canvas.
b11025633,"Jenkins, W.",Unknown,Unknown,active,,Abraham Vail.,painting,None
b10973400,"Jennings, R. L.",Unknown,Unknown,active,,William Byrd Dunlap.,painting,oil on canvas.
b13283029,"Jennys, Richard",1783,1798,"attributed to, active",,Jared Bostwick.,painting,oil on canvas.
b13283030,"Jennys, Richard",1783,1798,"attributed to, active",,Betsey Ann Bostwick.,painting,oil on canvas.
b13282918,"Jennys, Richard",1783,1798,"attributed to, active",,Herman Ruggles.,painting,oil on canvas.
b13282864,"Jennys, Richard",1783,1798,"active, contributor",,Lazarus Ruggles.,painting,oil on canvas.
b13282967,"Jennys, Richard",1783,1798,"active, contributor",,Mrs. Lazarus Ruggles (Hannah Bostwick).,painting,oil on canvas.
b13282840,"Jennys, Richard",1783,1798,active,,Hermanus Marshall.,painting,oil on canvas.
b13282931,"Jennys, Richard",1783,1798,active,,Elisha Bostwick.,painting,oil on canvas.
b13282943,"Jennys, Richard",1783,1798,active,,Ithamar Canfield.,painting,oil on canvas.
b13282852,"Jennys, Richard",1783,1798,active,,Colonel Samuel Canfield.,painting,oil on canvas.
b13282876,"Jennys, Richard",1783,1798,active,,Captain Beach Tomlinson.,painting,None
b13282888,"Jennys, Richard",1783,1798,active,,Reuben Booth.,painting,oil on canvas.
b1328289x,"Jennys, Richard",1783,1798,active,,Isaac Hawley.,painting,oil on canvas.
b13282906,"Jennys, Richard",1783,1798,active,,Rev. Jonathan Mayhew.,painting,None
b1328292x,"Jennys, Richard",1783,1798,active,,A. Winslow.,painting,oil on panel.
b13282955,"Jennys, Richard",1783,1798,active,,Mrs. Elisha Bostwick (Betty Ferris).,painting,oil on canvas.
b13282979,"Jennys, Richard",1783,1798,active,,Mrs. Samuel Canfield (Elizabeth Judson).,painting,oil on canvas.
b13282980,"Jennys, Richard",1783,1798,active,,Mrs. Beach Tomlinson (Charity Shelton).,painting,oil on canvas.
b11030781,"Jennys, Richard",1783,1798,active,,Mrs. Reuben Booth (Sarah Hine) (1745-1834).,painting,oil on canvas.
b13282992,"Jennys, Richard",1783,1798,active,,Mrs. Isaac Hawley.,painting,None
b13283005,"Jennys, Richard",1783,1798,active,,Mrs. William Patten (Ruth Wheelock).,painting,None
b13283017,"Jennys, Richard",1783,1798,active,,Mrs. A. Winslow.,painting,oil on panel.
b13276311,"Jennys, William",1795,1807,"attributed to, active",,Gamaliel Painter.,painting,oil on canvas.
b10803051,"Jennys, William",1795,1807,"attributed to, active",,"Colonel Benjamin Ruggles Woodbridge, M.D.",painting,oil on canvas.
b13276256,"Jennys, William",1795,1807,"attributed to, active",,William Sawyer (?),painting,oil on canvas.
b13276281,"Jennys, William",1795,1807,"attributed to, active",,Seth Paine.,painting,oil on canvas.
b13276542,"Jennys, William",1795,1807,"attributed to, active",,Pierrepont Edwards.,painting,oil on canvas.
